new_id,id,title,release_date,runtime,poster_path,backdrop_path,video_path,overview,genre,crew,cast,similar_movie
21,283995,가디언즈 오브 갤럭시 Vol. 2,2017-04-19,136,http://image.tmdb.org/t/p/original//uDuwGhQgffd5GQ695oUfy5oZGqP.jpg,http://image.tmdb.org/t/p/w500//aJn9XeesqsrSLKcHfHP4u5985hn.jpg,https://www.youtube.com/embed/UI2opSniclI,타노스에 맞서 은하계를 구하고 최고의 해결사로 등극한 스타로드 일행. 하지만 소버린 행성의 여사제 아이샤(엘리자베스 데비키)를 돕던 중 옛버릇을 고치지 못하고 행성의 배터리를 훔쳤다가 소버린 종족에 쫓기는 신세가 된다. 그 과정에서 피터의 아버지 에고(커트 러셀)가 그들을 돕는다. 아픈 엄마와 어린 자신을 버리고 떠난 아버지에 대한 원망이 컸던 피터는 에고의 행성에서 아버지의 능력을 확인하곤 그 힘에 이끌린다. 하지만 가모라는 에고의 행성에서 이상한 기운을 감지한다. 한편 반란군에 의해 위기에 처한 욘두(마이클 루커)는 로켓과 그루트의 도움으로 목숨을 구한다.,"[28, 12, 35, 878]",[15218],"[73457, 8691, 543530, 12835, 51329, 12132, 543261, 139820, 16483, 6856, 1133349, 1293892, 51663, 2478, 209578, 77337, 1806596, 1313075, 26048, 142298, 1494146, 333, 85115, 1411625, 1435789, 85096, 559457, 1806597, 105657, 16848, 1806598, 1772601, 1404450, 13922, 96349, 19975, 51456, 7624, 28238, 1806599, 1806600, 1806601, 1718567, 1148455, 2518, 1635208, 10182, 1620, 1405553, 76594, 4785, 229508, 1769802, 1806602, 1482685, 1358965, 1812341, 1767219, 1806603, 1082706, 1873278, 1812367, 1578275, 1688645]","[9738, 1979, 1726, 1771, 1452, 10138, 10195, 1924, 1927, 299536, 246655, 271110, 68721, 100402, 299537, 299534, 8536, 9531, 13640, 1724]"
22,118340,가디언즈 오브 갤럭시,2014-07-30,122,http://image.tmdb.org/t/p/original//tJMnQZMNSPFmC6m7hlIYRZZXJti.jpg,http://image.tmdb.org/t/p/w500//bHarw8xrmQeqf3t8HpuMY7zoK4x.jpg,https://www.youtube.com/embed/mTA0ne_TXN4,"자칭 전설의 무법자 스타로드, 그러나 현실은 우주를 떠도는 그저그런 좀도둑에 불과한 피터 퀼(크리스 프랫)은 무엇인지도 모른 채 오브를 훔쳤다가 생고생의 길로 접어든다. 값나가는 유물인 줄 알았던 오브가 실은 어마어마한 힘을 지닌 인피니티 스톤이었던 것. 뜻하지 않게 갤럭시의 절대악 타노스와 로난의 타겟이 된 그는 감옥에서 만난 암살자 가모라(조 샐다나), 거구의 파이터 드랙스(데이브 바티스타), 현상금 사냥꾼 로켓(브래들리 쿠퍼)과 그루트(빈 디젤) 콤비와 불편한 동맹을 맺고 일명 가디언즈 오브 갤럭시를 결성하는데...","[28, 878, 12]",[15218],"[73457, 8691, 543530, 12835, 51329, 72095, 12132, 543261, 938, 4764, 515, 1121, 209578, 51663, 11115, 8399, 1405259, 1148455, 2518, 1405269, 1405309, 1405311, 1405317, 1133011, 95051, 1237281, 1202683, 7624, 1186515, 1211966, 72440, 941, 1363394, 1111204, 1405441, 25451, 1405444, 1211540, 51797, 1234991, 1405453, 1214673, 91494, 25679, 56617, 1132153, 82639, 59286, 1312266, 1405537, 1405538, 1405540, 1394341, 1405552, 1405553, 85096, 1405554, 1227575, 202032, 16848, 1229414, 222906, 92615, 15218, 1405566, 1405567, 1405570, 1405571, 1362815, 1283880, 16851, 78021, 15221, 13922, 1388891]","[1726, 1771, 68721, 10138, 10195, 1979, 9738, 271110, 100402, 283995, 335983, 299534, 36647, 36648, 557, 559, 1724, 1927, 36586, 99861]"
23,263115,로건,2017-02-28,137,http://image.tmdb.org/t/p/original//rja1gdkI1yD4srW0ZvLRPwIbAt8.jpg,http://image.tmdb.org/t/p/w500//5pAGnkFYSsFJ99ZxDIYnhQbQFXs.jpg,https://www.youtube.com/embed/phkH_Xm-eD0,"2029년 알 수 없는 이유로 돌연변이들이 태어나지 않는 미래, 더이상 엑스맨은 없다. 갈수록 재생력이 약해져 늙고 수척해진 로건(휴 잭맨)은 멕시코 국경지대 은신처에 찰스 교수(패트릭 스튜어트)를 보호 중이다. 뇌에 심각한 손상을 입은 찰스 교수는 과거를 제대로 기억하지 못하는 데다 간헐적으로 주변을 위협하는 발작까지 일으킨다. 찰스 교수와 함께 떠날 배를 사기 위해 리무진 기사로 일하며 돈을 모으는 로건. 어느 날 낯선 여인이 찾아와 돌연변이 소녀 로라(다프네 킨)를 캐나다 국경까지 데려다 달라고 부탁한다. 로건은 로라를 쫓는 기업의 경호집단을 피해 험난한 여정을 떠난다.","[28, 18, 878]",[366],"[6968, 2387, 1464650, 467645, 39189, 20766, 1697154, 23628, 21215, 65421, 1502244, 159300, 1116011, 1769757, 83367, 1472792, 1788166, 1372185, 174454, 1822971, 52946, 1492293, 9452, 1821523, 1821522, 1814863, 1309902, 1377042, 52904, 1203114, 126841, 35546, 1821521, 78890, 1436354, 1838548, 1813995, 1821515, 1821513, 1609622, 1717113, 1788168, 1788169, 1821512, 1091423, 42200, 1301772, 51551, 1415436, 1542831, 1694082, 1838558, 1347284, 1794822, 1579181, 1711522, 94428, 177403, 1691470, 1821500, 1191027, 1510788, 1565060, 1502870, 1714701, 17041, 1516873, 1334321, 1365981, 179882, 1310386, 1502867, 1821499, 1788170, 1435479, 1821497, 1821495, 1821493, 1821498, 1821496, 1821494, 1821492, 1821491, 1821490, 1821489, 1471922, 1367309, 1821488, 1821487, 1244938, 1685460, 1026877, 1514475, 1697155, 1116699]","[246655, 272, 9738, 155, 1452, 1924, 1930, 36647, 382322, 49521, 44912, 209112, 383498, 100402, 102382, 141052, 320288, 299537, 8536, 30061]"
24,920,카,2006-06-08,117,http://image.tmdb.org/t/p/original//pWFtiGLZdBTEJHrKM3AcTMuw9ue.jpg,http://image.tmdb.org/t/p/w500//a1MlbLBk5Sy6YvMbSuKfwGlDVlb.jpg,,"화려한 성공과 갈채를 꿈꾸는 주인공 라이트닝 맥퀸(오웬 윌슨)은 경주에서 성공하는 것만이 인생의 모든 것이라 생각하는 타오르는 청춘. 하지만 피스톤 컵 챔피온쉽에 참가하기 위해 달리던 중 경쟁과 함성과는 동떨어진 래디에이터 스프링스란 한적한 시골로 들어서게 된다. 이제는 지도에 조차 표시되지 않는 한적한 66번 국도. 조용하지만 다양한 캐릭터들이 큰 열정을 간직하고 있는 이곳에서 맥퀸은 미스터리한 과거를 지닌 닥 허드슨(폴 뉴먼)과 샐리(보니 헌트), 그리고 메이터(래리 더 케이블 가이)를 만나게 된다. 그들을 통해 인생이란 목적지가 아닌, 여행하는 과정 그 자체이며 명성과 스폰서, 트로피 뒤에 가려진 소중한 가치를 깨닫게 되는데...","[16, 12, 35, 10751]",[7879],"[887, 3636, 5149, 15897, 4252, 11159, 15902, 15903, 15900, 15899, 15898, 1229705, 2232, 381, 7907, 7911, 12799, 81113, 932721, 90424, 216299, 14991, 31, 12898, 7904, 1230, 21290, 160042, 942993, 21125, 3202, 1442427, 933947, 933948, 1442428, 7, 1443286, 1443287, 7911, 7940, 7962, 1443295, 8078, 72754, 72753, 1443308, 1443310, 214701, 84493, 19545]","[128, 6477, 11319, 11006, 11451, 14136, 364689, 49013, 62211, 127380, 62177, 82703, 468, 11293, 114, 8859, 100042, 168259, 77950, 44943]"
25,284053,토르: 라그나로크,2017-10-25,130,http://image.tmdb.org/t/p/original//jwswXltzpGaKZCtz1CiDjXHQYAs.jpg,http://image.tmdb.org/t/p/w500//kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,https://www.youtube.com/embed/pxR6cKkPzNo,"은하계를 탐험하던 토르는 오딘의 오랜 숙적 수르트와의 대결에서 승리하는데, 수르트는 라그나로크가 이미 시작됐고, 막을 수 없을 것이라는 의미심장한 말을 남긴다. 한편 오딘의 힘이 약해지며 그가 봉인했던 죽음의 여신 헬라가 나타난다. 오딘의 첫째딸인 그녀는 두 동생, 토르와 로키를 가볍게 제압하고 아스가르드를 정복한다. 헬라와의 전쟁에서 묠니르를 잃고 사카아르라는 미지의 행성에 불시착한 토르는 아스가르드 행성으로 돌아가기 위해 고군분투한다. 행성의 통치자 그랜드 마스터는 행성 최고의 투사 챔피언과 싸워 이기면 행성을 떠나게 해주겠다고 토르에게 제안한다.","[28, 12, 35, 14]",[55934],"[74568, 91606, 112, 17605, 4785, 62561, 1372, 103, 4173, 71580, 55934, 15298, 6574, 13275, 56614, 69899, 7624, 1909074, 1909075, 216986, 4783, 1892, 1434826, 1245, 1909076, 1687354, 1909077, 939388, 1535059, 1909079, 1546971, 1570328, 187016, 1909080, 1058106, 1909081, 1909082, 1527566, 1909083, 1674205, 110909, 1768699, 1690239, 1328711, 1394464, 1814638, 230621, 1814641, 1813771, 1795311, 70890, 1813770, 1571654]","[10195, 9738, 1726, 1771, 10138, 1452, 1979, 1924, 100402, 271110, 76338, 68721, 246655, 299537, 8536, 9531, 557, 559, 1724, 36648]"
26,487297,왓 맨 원트,2019-02-08,117,http://image.tmdb.org/t/p/original//30IiwvIRqPGjUV0bxJkZfnSiCL.jpg,http://image.tmdb.org/t/p/w500//wbAQKi2E5cO0Utk5KDk9yX3kuOu.jpg,,,"[35, 14, 10749]",[20739],"[40036, 56903, 83860, 63234, 2121990, 1180979, 34502, 1698092, 1573273, 1213603, 1694522, 59154, 1837786, 87400, 4237, 35806, 31515, 6487, 1684130, 185805, 1232068, 1214195, 1225605, 1427948, 1621551, 1826048, 2035636]",[]
27,324857,스파이더맨: 뉴 유니버스,2018-12-07,117,http://image.tmdb.org/t/p/original//vnWgIIEWAvWKOI65tm6h6VRbyY8.jpg,http://image.tmdb.org/t/p/w500//uUiId6cG32JSRI6RyBQSvQtLjz2.jpg,https://www.youtube.com/embed/vhkCBOsOoYY,"평범한 10대 마일스 모랄레스는 우연히 방사능 거미에 물려 스파이더맨 능력을 가지게 된다. 혼란스러워하던 마일스는 악당과 싸우고 있는 피터 파커를 마주치게 되고 피터 파커는 마일스가 자신과 같은 능력을 가지고 있음을 직감한다. 여러 개의 평행세계가 존재한다는 것을 알게 된 마일스와 피터 파커는 이후 스파이더우먼 스파이더 그웬, 스파이더맨 누아르, 스파이더햄 등 평행세계 속 공존하는 모든 스파이더맨들을 만나게 되는데... 하나의 유니버스에서 만나 팀을 결성한 스파이더맨들은 과연 세계를 구할 수 있을까?","[28, 12, 16, 878, 35]","[936670, 151007, 59918]","[587506, 543505, 130640, 932967, 226366, 10437, 141610, 37153, 933558, 1443708, 2963, 17696, 23626, 62064, 118752, 1746631, 25072, 1260481, 7624, 62863, 76857, 1962692, 1252472, 25703, 159468, 2060803, 1821863, 1476863, 571309, 155267, 113916, 1363155, 1703174]","[246655, 9738, 1726, 1771, 68721, 10138, 10195, 1924, 1927, 1452, 1979, 271110, 99861, 100402, 141052, 263115, 383498, 320288, 299534, 299537]"
28,495925,도라에몽: 진구의 보물섬,2018-03-03,109,http://image.tmdb.org/t/p/original//nWe3eY9YZC2EG5PFwIAENiqay4J.jpg,http://image.tmdb.org/t/p/w500//8OamoIWfC9zmhwhh1PPaBcDoQaH.jpg,https://www.youtube.com/embed/0dlYQUzUdq4,보물을 찾기로 결심한 진구는 도라에몽의 ‘보물찾기 지도’로 수수께끼 섬을 발견한다.  ‘노진구올라호’를 타고 보물섬으로 향하던 도라에몽과 친구들은 해적에게 습격 당하고 이슬이까지 납치되고 마는데…  우연히 바다에서 표류하던 소년 플록과 앵무새 퀴즈를 만나 보물섬의 비밀에 대해 알게 된다! 과연 캡틴도라와 친구들은 수수께끼 섬에 잠든 환상의 보물을 찾을 수 있을까?,[16],[1297518],"[1241939, 932986, 9715, 1142780, 90567, 40450]","[9323, 81, 44251, 34433, 14069, 374205, 28609, 39107, 39108, 39103, 378064, 39102, 13754, 24752, 11430, 10494, 10228, 7249, 128, 129]"
29,527261,더 사일런스,2019-05-16,91,http://image.tmdb.org/t/p/original//lTVOquzxw2DPF3MKuYd1ynz9F6H.jpg,http://image.tmdb.org/t/p/w500//iHJQIKSLHN2mUUWySpj2MO5HVtS.jpg,,공포로 뒤덮인 세상. 열세 살 때 청력을 잃은 소녀 앨리(키어넌 십카)는 가족과 함께 외딴 피난처를 찾아간다. 하지만 그곳에서 앨리와 가족들은 고도로 발달한 앨리의 감각을 이용하려는 사악한 광신도 집단과 마주치는데...,"[27, 18, 53, 14]",[26714],"[2283, 934289, 502, 38405, 59794, 1144353, 1844055, 63814, 2285914, 5942, 1461423, 2285921, 1332929, 2285923, 1516081, 1197115, 2285924, 1046539, 193040, 1480047, 1129795, 1936524, 2053698, 1746609, 1722587, 2285925, 1128320, 1807962, 2285932]","[447332, 131631, 198663, 294254, 428078, 82654, 131634, 101299, 336843, 445651, 262500, 333339, 262504, 70160, 157350, 628, 6479, 8966, 7980, 78]"
30,280960,Catarina and the others,2011-03-01,15,http://image.tmdb.org/t/p/original//kZMCbp0o46Tsg43omSHNHJKNTx9.jpg,http://image.tmdb.org/t/p/w500//9nDiMhvL3FtaWMsvvvzQIuq276X.jpg,,,"[18, 9648]",[1159855],"[1033632, 1339554, 1339555, 1051816, 1159858, 544600, 1339557, 1339558, 1339559]","[1833, 152532, 979, 9962, 11559, 9777, 112160, 113833, 157851, 22705, 424694, 8649, 4247, 17436, 52371, 4995, 9800, 7090, 11012, 8363]"
31,566555,명탐정 코난: 감청의 주먹,2019-04-12,0,http://image.tmdb.org/t/p/original//gCbJGWpWsmmu4FvqwoG4dkO48EN.jpg,http://image.tmdb.org/t/p/w500//wf6VDSi4aFCZfuD8sX8JAKLfJ5m.jpg,,"19세기 말에 해적선과 함께 싱가폴 앞 바다에 침몰되었다 알려진 세계 최대의 블루 사파이어인 ""감청의 주먹""은 현지의 부자가 회수에 투자, 무대에 그 모습을 드러냈다. 그 때, 마리나 베이 샌즈에서 살인 사건이 발생. 현장에는 괴도 키드의 「피로 물든 예고장」이 남아 있었다. 한 편, 싱가포르에서 개최되는 가라데 토너먼트를 관전하기 위해 란과 소노코는 현지를 방문했다. 여권을 가지고 있지 않기 때문에 해외로 갈 수 없는 코난은 집을 볼 예정이었지만 그를 이용하려는 키드의 기묘한 방법으로 강제로 싱가포르에 끌려온다. 키드를 따르지 않으면 일본에 갈 수 조차없는 코난은 안경, 시계, 옷 등 모든 걸 빼앗기고 변장하게 된다. 그 정체를 모르고 란이 이름을 묻자 순간 아서 히라이(!?)라고 자칭한다. 이윽고 키드는 어느 저택의 지하 금고에 블루 사파이어가 잠들어 있다는 정보를 얻는다. 아주 간단하게 침입에 성공했다고 생각했지만 너무 위험한 함정이 키드를 기다리고 있었다. 가로막은 건 400전 무패의 최강의 가라테 선수인 쿄고쿠. 키드의 운명은... 그리고 불길한 뭔가를 전조하는 것처럼 싱가포르의 상징인 머라이언에서 진홍색으로 물든 물이 방출된다!","[16, 28, 18, 9648, 35]",[1481804],"[68470, 87582, 237076, 68472, 40325, 1244457, 73044, 112278, 142704]","[239529, 9323, 44251, 14069, 374205, 28609, 39107, 39108, 39103, 378064, 39102, 81, 34433, 13754, 24752, 11430, 7249, 390634, 10515, 12140]"
32,329996,덤보,2019-03-27,112,http://image.tmdb.org/t/p/original//ffiqLwHHHRKXs6cXKj0278qPi8H.jpg,http://image.tmdb.org/t/p/w500//5tFt6iuGnKapHl5tw0X0cKcnuVo.jpg,https://www.youtube.com/embed/gffB1HO3azU,"몸보다 훨씬 큰 귀를 가지고 태어나, 뒤뚱거리는 모습으로 서커스단의 웃음거리가 된 ‘덤보’. 어느 날 왕년의 서커스 스타 ‘홀트(콜린 파렐)’와 그의 아이들, 밀리와 조가 ’덤보’가 하늘을 날 수 있다는 것을 알게 되고, 유능한 사업가 ‘반데비어(마이클 키튼)’가 ‘덤보’를 스타로 만들기 위해 접근한다. 매력적인 공중 곡예사 ‘콜레트(에바 그린)’와 함께 하늘을 날게 된 ‘덤보’는 그의 친구들과 함께 환상적인 쇼를 둘러싼 어둠의 비밀을 발견하게 되는데…","[12, 10751, 14]",[510],"[72466, 2232, 518, 10912, 2064125, 2064124, 1903, 53931, 58508, 58758, 1654736, 1474028, 994133, 693, 1752964, 111420, 2275490, 2275491, 2275492, 1599252, 2004298, 2189048, 66072, 2106678]","[11360, 433, 700, 245168, 87, 80321, 269149, 297762, 278927, 20848, 1730, 606, 11293, 136, 346364, 316029, 359940, 474350, 12222, 14001]"
33,245891,존 윅,2014-10-22,101,http://image.tmdb.org/t/p/original//v0pGAfI1ZGEv550JIYWhHSAxV7r.jpg,http://image.tmdb.org/t/p/w500//umC04Cozevu8nn3JTDJ1pc7PVTn.jpg,https://www.youtube.com/embed/4hkqJslR5bg,"전설이라 불리던 킬러 ‘존 윅’(키아누 리브스)은 사랑하는 여인을 만나 결혼을 하면서 범죄의 세계에서 은퇴한다. 행복도 잠시, 투병 끝에 부인이 세상을 떠나고 그의 앞으로 부인이 죽기 전에 보낸 강아지 한 마리가 선물로 배달된다.  그러던 어느 날, 그의 집에 괴한들이 들이닥치는데…  더 이상 잃을 것이 없다. 오직 너희만 죽인다! 건드리지 말아야 할 그의 분노를 잘못 깨웠다.  받은 것보다 더 돌려주는 통쾌한 복수, ‘존 윅’의 거침없는 복수가 마침내 폭발한다!","[28, 53]",[40644],"[6384, 6283, 71586, 5293, 6972, 129101, 68763, 88995, 968977, 187857, 9452, 18354, 5723, 1222298, 78890, 1105706, 1110069, 1503859, 1218218, 9462, 1737, 61011, 135352, 1359352, 1503860, 1503861, 1405915, 1503862, 1553053, 1584908, 1584909, 1417533, 1439560, 1753271]","[357096, 10651, 39918, 291356, 979, 395834, 44147, 156022, 345887, 11423, 483, 3134, 281, 4836, 1598, 26390, 3597, 101, 2749, 1620]"
34,99861,어벤져스: 에이지 오브 울트론,2015-04-22,141,http://image.tmdb.org/t/p/original//dOz2bRZ8upRz8mOIu1RdSDzkV02.jpg,http://image.tmdb.org/t/p/w500//rFtsE7Lhlc2jRWF7SRAU0fvrveQ.jpg,https://www.youtube.com/embed/xmYifU6bjro,"토니 스타크는 뉴욕전쟁 때와 같은 사태가 벌어지지 않도록 한때 가동하려다 중단된 휴면 상태의 평화 유지 프로그램을 작동 시키려 한다. 배너 박사와 함께 지구를 지킬 최강의 인공지능 울트론을 탄생시키게 되지만, 울트론은 예상과 다르게 지배를 벗어나 폭주하기 시작하고 어벤져스는 지구의 운명이 걸린 거대한 시험대에 오르게 된다. 울트론이 자신을 복제해 위협을 가하자 이를 저지하기 위해 아이언맨, 캡틴 아메리카, 토르, 헐크, 블랙위도우, 호크아이 등으로 구성된 어벤져스와 새로 합류하게 되는 퀵 실버, 스칼렛 위치 남매와 불안한 동맹을 맺는다.","[28, 12, 878]",[12891],"[3223, 16828, 74568, 103, 1245, 17604, 13548, 2231, 1896, 27428, 550843, 6162, 71189, 53650, 39459, 17605, 1817, 1640, 1401531, 3491, 1333, 1146, 7624, 7030, 1709130, 1265796, 1196961, 1264233, 1760858, 1760859, 1760860, 1504934, 30086, 1029031, 1171654, 1367843, 1760872, 1760864, 1760865, 1760866, 1760867, 1760868, 1760869, 1665609, 1760871, 1760879, 1405571, 1405570, 1583054, 1760881, 1760882, 1760884, 1590327, 1760886, 1760888, 1760890, 1756778, 1760891, 1760892, 1760893, 6092, 1760898, 1760899, 1015829, 43373, 62105, 1760900, 1394333, 1480144, 1429470, 1371439, 1930904, 16851]","[36647, 1726, 9738, 246655, 557, 1771, 68721, 10138, 10195, 1924, 1927, 1452, 1979, 271110, 100402, 141052, 102899, 299534, 299537, 8536]"
35,399579,알리타: 배틀 엔젤,2019-01-31,122,http://image.tmdb.org/t/p/original//EmKXs46sx0YjwMY1LaELSPUFim.jpg,http://image.tmdb.org/t/p/w500//aQXTw3wIWuFMy0beXRiZ1xVKtcf.jpg,https://www.youtube.com/embed/GhRi_BiaT0k,모두가 갈망하는 공중도시와 그들을 위해 존재하는 고철도시로 나누어진 26세기. 고철 더미 속 모든 기억을 잃은 채 깨어난 알리타는 마음 따뜻한 의사 이도의 보살핌으로 새로운 삶을 시작한다. 이도는 사이보그인 알리타에게 특별한 과거의 비밀과 영혼이 존재한다는 사실을 깨닫고 미스터리한 과거로부터 그녀를 지키고자 한다. 한편 새로운 친구 휴고는 알리타가 위험한 고철도시를 헤쳐나갈 수 있는 방법과 함께 기억을 되찾도록 돕는다. 알리타가 자신의 과거에 다가 갈수록 도시를 지배하는 악랄한 세력들이 그녀를 노리며 제거하려고 하는데...,"[28, 878, 53, 12]",[2294],"[973667, 27319, 932967, 1448516, 6161, 1047649, 17183, 1563266, 1452046, 1222992, 205849, 20495, 51300, 1325691, 947563, 118370, 10883, 54765, 27763, 968889, 2144852, 1094233, 2242307, 1042667, 992386, 1240767, 2242309, 1422210, 1044954, 2242312, 1406693, 1818946, 2242315, 956198, 1355937, 1745565, 99508, 1393520, 2242325, 949591, 19547, 164614, 2242318, 819, 17647, 224181, 1371293, 1970360, 2093393, 1380095, 2046241, 2093394, 2093395, 2093396, 131427, 1819759, 2093402, 1997140, 1789097, 2093136, 2093406, 2093407, 1921214, 2093410, 1972788, 1727668]","[604, 605, 9323, 315837, 603, 78, 861, 5548, 5549, 5550, 9053, 9739, 140300, 500664, 8202, 217923, 10134, 13981, 24, 9502]"
36,11,스타워즈 에피소드 4: 새로운 희망,1977-05-25,121,http://image.tmdb.org/t/p/original//7XFfURIFCJxN1mfBg0SAjk5yGzg.jpg,http://image.tmdb.org/t/p/w500//4iJfYYoQzZcONB9hNzg0J0wWyPH.jpg,,"공화국이 붕괴하고 제국이 수립된 뒤 20년, 제다이 기사단은 전멸하고 강력한 제국군의 횡포에 은하계는 공포에 휩싸여 있다. 그러던 중 공화국 재건을 노리는 반란군이 제국군의 비밀병기 데스스타 설계도를 훔쳐 달아나고 제국군은 이를 쫓는다. 하지만 결국 제국의 손에 붙잡히게 된 그들은 드로이드 R2-D2에 설계도를 넣어서 R2의 친구 C-3PO와 탈출시키는 데 성공하고, 두 드로이드 콤비는 타투인의 시골 마을에서 숙부와 함께 살고 있던 청년 루크 스카이워커에게 오게 되는데...","[12, 28, 878]",[1],"[2, 3, 4, 5, 12248, 6, 130, 24343, 24342, 15152, 33032, 131625, 132538, 216087, 69249, 47401, 47698, 17356, 162432, 663, 58475, 151819, 202276, 42570, 12829, 79489, 1729623, 1216947, 1271058, 3044, 1271059, 1271060, 1271061, 199356, 1271062, 1271063, 1271064, 1271065, 1178140, 186229, 1271066, 1271067, 104149, 1271068, 1271069, 53587, 1271070, 1271071, 1271072, 202402, 1271073, 1271074, 1195602, 1271075, 252527, 1271076, 1271077, 1271078, 964699, 1271079, 1271080, 1271081, 1271082, 4945, 1271083, 1148750, 201344, 1271085, 1271086, 1190780, 190453, 1012562, 1271091, 1271092, 1271095, 1271096, 19801, 1271102, 1271104, 1271106, 1271107, 1183443, 10657, 1271116, 110319, 1271121, 1271122, 1271123, 1271124, 1271125, 187398, 1271126, 390158, 166258, 7727, 184980, 160947, 161301, 1271127, 159108, 1271128, 1271129, 24278, 60207, 1271131, 301657, 1490615]","[1891, 140607, 1892, 1893, 1894, 330459, 12180, 957, 8077, 1895, 181808, 181812, 348350, 8078, 7453, 201, 74849, 24551, 510373, 471393]"
37,403300,A Hidden Life,2019-05-19,173,http://image.tmdb.org/t/p/original//uNmbL6Dk2ByVaXq8VEE7MVvynca.jpg,http://image.tmdb.org/t/p/w500//eeBJRvFSRqoZT5Nv6qjxZcYxqsj.jpg,,,"[18, 10752]",[30715],"[6091, 1420605, 73381, 2310, 920, 31663, 28432, 49056, 44567, 38459, 8796, 27627, 15122, 4794, 7156, 34646, 1503710, 1532492, 1073770, 1285450, 1853330]","[424, 528949, 289222, 228150, 423, 746, 41407, 15764, 5902, 637, 369885, 438799, 351339, 324786, 399404, 14574, 9045, 5925, 493551, 613]"
38,587808,Backdraft 2,2019-05-14,102,http://image.tmdb.org/t/p/original//xIpl4CRM9cWGYnHwCDUOAbu1k4i.jpg,http://image.tmdb.org/t/p/w500//yAV5SqsDzf0eKvMR2R4l4Q7iTUD.jpg,,,"[28, 80, 18]",[77123],"[29234, 1261125, 1828435, 13021, 55636, 2264310, 39970, 119893, 1634686, 1717916, 1034686, 2264311, 1781363, 1373280, 1742581, 2264312]","[2924, 117, 13250, 9495, 2048, 401469, 12123, 359940, 258480, 27582, 16619, 16642, 5503, 55846, 239, 1091, 813, 429471, 381288, 9377]"
39,485811,레드콘 1,2018-09-28,117,http://image.tmdb.org/t/p/original//jOYUbe61DQiY628inVkR1KERS30.jpg,http://image.tmdb.org/t/p/w500//palbhPOSYf2g1p18vWd91dDhZLM.jpg,,좀비 바이러스가 런던의 한 교도소로부터 퍼진 이후 살아남은 사람들은 남쪽 장벽 안에 피신 중이다. 점점 좀비들의 전투 능력이 향상되는 가운데 장벽이 무너지는 것은 시간 문제일 뿐. 이 와중에 좀비 사태를 해결할 과학자가 런던에 생존하고 있다는 것을 알게 되고 이 사람을 구하기 위해 8명의 특공대가 파견된다. 주어진 시간은 72시간... 이들의 임무는 성공할 수 있을 것인가?,"[28, 27]",[231084],"[80473, 20498, 81671, 1336756, 1510237, 112831, 1203710, 2155999, 1767316, 1835491, 119095, 1215211, 107393, 2256361, 1776364, 1517202, 2256362, 2155995, 1921935, 1428504, 1361890, 2255584, 1430415, 4569, 1428638, 1236464, 2256374, 2256377, 2256380, 2256382, 2155996, 1923350, 1921960, 2205238, 2205239, 2205240]","[434873, 41474, 19204, 246, 10781, 8456, 9053, 341006, 74997, 594689, 336843, 273477, 19908, 77663, 381288, 588, 9373, 923, 391757, 133121]"
