new_id,id,title,release_date,runtime,poster_path,backdrop_path,video_path,overview,genre,crew,cast,similar_movie
40,155,다크 나이트,2008-07-16,152,http://image.tmdb.org/t/p/original//dd0B0vwzAjuu5hGAr9GiGNBkreE.jpg,http://image.tmdb.org/t/p/w500//hqkIcbrOHL86UncnHIsHVcVmzue.jpg,https://www.youtube.com/embed/5k2hEJ98cQU,"범죄와 부정부패를 제거하여 고담시를 지키려는 배트맨(크리스찬 베일). 그는 짐 고든 형사(게리 올드만)와 패기 넘치는 고담시 지방 검사 하비 덴트(아론 에크하트)와 함께 도시를 범죄 조직으로부터 영원히 구원하고자 한다. 세 명의 의기투합으로 위기에 처한 악당들이 모인 자리에 보라색 양복을 입고 얼굴에 짙게 화장을 한 괴이한 존재가 나타나 배트맨을 죽이자는 사상 초유의 제안을 한다. 그는 바로 어떠한 룰도, 목적도 없는 사상 최악의 악당 미치광이 살인광대 조커(히스 레저). 배트맨을 죽이고 고담시를 끝장내버리기 위한 조커의 광기 어린 행각에 도시는 혼란에 빠지는데...","[18, 28, 80, 53]",[525],"[3894, 3895, 1810, 64, 6383, 1579, 192, 53651, 57597, 21316, 101015, 21315, 13939, 1904, 87957, 34544, 58692, 18052, 64856, 128386, 1522073, 8396, 886, 2037, 853194, 1024279, 83854, 1052875, 1196130, 1334139, 16477, 1208967, 1056090, 1870607, 1870608, 101014, 24595, 20372, 1870609, 1870610, 1840452, 1226696, 1870611, 1526574, 1870612, 1424043, 1220201, 147895, 1195758, 1870613, 1313093, 1678566, 176227, 1870614, 1870615, 1870616, 1128854, 29617, 1781739, 26669, 1631707, 143328, 1464854, 1870623, 1870620, 1624910, 78047, 47525, 1238461, 1232399, 1661772, 122345, 1215332, 209990, 139946, 1070855, 1674439, 1870625, 141770, 1394354, 29616, 1870627, 170230, 75076, 971049, 1870629, 119414, 1870631, 1655526, 95716, 1122545, 578699, 126316, 1132153, 1599260, 1870636, 1870637, 1870638, 1161711, 580566, 1128275, 1185594, 1197335, 1552999, 1192165, 1131169, 580567, 228305, 1392731, 593182, 1086373, 1207205, 18070, 580560, 505400, 1058964, 1261397, 1551776, 1111803, 1360008, 1426334, 30450, 1209046, 1058963, 98994, 1108073, 1185600, 1209051, 99223, 79810, 204276, 1209055, 1512023, 127005, 1380656]","[272, 49026, 44912, 263115, 382322, 40662, 209112, 65291, 36648, 1927, 1979, 59859, 36586, 156022, 71676, 315635, 487670, 9480, 414, 23483]"
41,445629,파이팅 위드 마이 패밀리,2019-02-14,108,http://image.tmdb.org/t/p/original//d3jBRiyojyYmJdNHvnpMEuMzfC9.jpg,http://image.tmdb.org/t/p/w500//mYKP6qcDUimVMAHQWLOuDHjO19S.jpg,,,"[35, 18]",[39189],"[1373737, 17286, 11109, 1334638, 18918, 2301519, 2301521, 1704853, 1765346, 2301680, 1636470, 2301681, 2301682, 2301683, 2301685, 1766862, 1836, 39189, 4937, 1771684, 1300637, 1040469, 1429000, 108310, 1869587, 1109987, 85068, 1429003, 2018471, 151042, 237746, 56446, 2267724, 995457, 1771687]","[389015, 21641, 245913, 87492, 12163, 323677, 360814, 319888, 14292, 9443, 396371, 13920, 43959, 77875, 14534, 369192, 205596, 353326, 11770, 9750]"
42,363088,앤트맨과 와스프,2018-07-04,118,http://image.tmdb.org/t/p/original//3E6b73EeYqY7PGJNJWjR9AANXVw.jpg,http://image.tmdb.org/t/p/w500//6P3c80EOm7BodndGBUAJHHsHKrp.jpg,https://www.youtube.com/embed/BubTvW_T2YM,"캡틴 아메리카의 요청으로 독일까지 가서 아이언맨 일행과 싸우고 돌아온 스콧(폴 러드)은 어느 날 이상한 꿈을 꾼다. 그가 행크 핌 박사(마이클 더글러스)와 호프(에반젤린 릴리)에게 꿈 이야기를 들려주자, 호프는 미지의 양자 영역에 갇혀버린 엄마 재닛(미셸 파이퍼)의 메시지라는 것을 확신하게 된다. 행크 핌 박사는 자신의 비밀 연구소에서 그동안 개발해왔던 양자 터널과 탐색기를 이용해 1대 와스프 재닛의 구출작전을 펼치려 하지만, 시공간의 개념이 사라진 양자 영역으로 들어갈 수 있는 기술을 훔쳐 달아난 고스트 고스트(해나 존 케이먼)가 나타나면서 일이 꼬여간다.","[28, 12, 878, 35, 10751]",[59026],"[22226, 19034, 454, 27740, 21127, 20750, 76126, 83854, 1408809, 1360010, 79082, 1160, 2975, 3392, 1285715, 44736, 1024492, 1425463, 1356013, 49827, 587115, 1224311, 1156046, 1632945, 1951080, 1530558, 132856, 7624, 1923570, 54728, 74135, 168881, 2141040, 2141041, 1367121, 194493, 1049137, 150195, 206226, 1226513, 1393910, 2141042, 2221430, 1046665, 154837, 1923571, 159264, 1422991, 1278365, 928577, 1787405, 1923580, 1923577, 1206829, 1787403, 1923575, 1833388, 1767219, 1923572, 1923578, 1923569, 1923576, 1923573, 1923581, 1923579]","[9738, 1726, 1771, 10138, 1452, 1979, 10195, 1924, 1927, 100402, 271110, 68721, 246655, 299537, 102899, 8536, 9531, 13640, 559, 1724]"
43,10195,토르: 천둥의 신,2011-04-21,115,http://image.tmdb.org/t/p/original//nJhAsgiUsPVywXITKkxADCWhrVL.jpg,http://image.tmdb.org/t/p/w500//LvmmDZxkTDqp0DX7mUo621ahdX.jpg,https://www.youtube.com/embed/cgrjDNqiMPI,"파괴를 일삼는 요툰하임을 제압한 왕 오딘의 통치로 평화로운 나날을 보내고 있는 신의 세계 아스가르드. 오딘의 아들인 토르의 왕위 계승식이 있던 날, 요툰하임의 지배자인 라우페이는 평화 협정을 위반하고 아스가르드를 침입한다. 이 사건으로 왕위에 오르지 못한 토르는 분노와 모욕감에 요툰하임을 공격하지만 막강한 군대에 포위되어 위기에 몰리게 되고, 오딘은 토르의 오만하고 경솔한 행동에 분노해 토르의 신으로서의 능력을 박탈한 채 인간 세계 미스가르드로 추방한다. 한편 천체의 이상현상을 연구하던 과학자 제인 일행은 거대한 섬광의 흔적을 쫓던 중, 그 현장 한가운데서 지구에 떨어진 토르와 맞닥뜨린다.","[12, 14, 28]",[11181],"[74568, 524, 91606, 4173, 1640, 52852, 9048, 10132, 17605, 56614, 13275, 77880, 59817, 14343, 270, 1018947, 12371, 125050, 78150, 1579743, 58508, 169653, 1912180, 1056049, 963745, 1147968, 79079, 25310, 84341, 9568, 1536517, 33045, 1912182, 15282, 7624, 12223, 1884648, 1194993, 109422, 1158068, 1212271, 1266788, 1077059, 141185, 1222494, 1396824, 1912186, 234479, 1332974, 51301, 17604, 2231]","[9738, 1726, 1771, 1452, 10138, 1924, 1927, 1979, 36647, 246655, 271110, 68721, 100402, 299537, 8536, 9531, 13640, 272, 1724, 557]"
44,122917,호빗: 다섯 군대 전투,2014-12-10,144,http://image.tmdb.org/t/p/original//6MKC4xwo4JhaVvblsGdUgjKYFbS.jpg,http://image.tmdb.org/t/p/w500//qhH3GyIfAnGv1pjdV3mw03qAilg.jpg,https://www.youtube.com/embed/_MJISxvLmVo,"빌보 배긴스와 참나무 방패 소린, 난쟁이 족이 떠난 거대한 여정의 끝에 난쟁이 족은 원래 자신들의 터전이던 에레보르에 있는 엄청난 보물을 되찾지만 이는 무시무시한 용 스마우그가 호수마을의 무기력한 주민들을 공격하게 되는 결과를 낳는다. 소린은 탐욕에 서서히 눈이 멀어 우정과 명예를 저버린 채 왕의 보물 아르켄스톤을 찾는다. 암흑의 군주 사우론은 오크 군대를 보내 외로운 산에 기습 공격을 감행한다. 마침내 다섯 군대의 전투가 시작되고 빌보는 본인과 친구들의 목숨을 걸고 싸워야만 하는데...","[28, 12, 14]",[108],"[7060, 1327, 30315, 19034, 114019, 72095, 71580, 25136, 207558, 152566, 9188, 95047, 34715, 11275, 60349, 112, 65, 113, 1331, 114, 52398, 80112, 1193832, 534336, 81877, 173451, 67123, 1193834, 1193833, 126667, 41782, 205406, 1359824, 1359823, 986734, 15092, 240024, 1440652, 127453, 1484140, 1086829, 1356758]","[120, 57158, 121, 122, 49051, 123, 68735, 1362, 10191, 8840, 31506, 37430, 126963, 38319, 10719, 848, 198677, 257932, 299822, 92645]"
45,513083,와인 컨트리,2019-05-08,103,http://image.tmdb.org/t/p/original//mi5l29DQFdwrTXxbqM2OLbs830H.jpg,http://image.tmdb.org/t/p/w500//zlGyQVqPoSLDsEgEgdWaUyqkxrC.jpg,https://www.youtube.com/embed/fLSPWvZCpa0,"50번째 생일을 맞은 여인. 오랜 여자 친구들이 그날을 축하하기 위해 여행을 떠난다. 하지만 변치 않을 우정은 개뿔, 애증의 판도라 상자가 열렸다! 우리, 아직 친구 맞니?",[35],[56322],"[56322, 52792, 32905, 86267, 1226294, 1226281, 56323, 17881, 1413361, 448309, 207218, 2292572, 59842, 1956, 948762, 1402320, 36156, 1375002, 1860829, 1952255, 1331459, 2055138, 1840874, 2305408]","[273153, 39210, 634, 2771, 11451, 10956, 515248, 17130, 209263, 437557, 374475, 858, 11631, 13919, 55721, 546, 9587, 8913, 9654, 370663]"
46,297802,아쿠아맨,2018-12-07,143,http://image.tmdb.org/t/p/original//zoIFp0S7EdGuQ2iR9eBJb6UxGkv.jpg,http://image.tmdb.org/t/p/w500//9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,https://www.youtube.com/embed/N7uu8v34HU8,"정략결혼을 피해 해저 왕국 아틀란티스에서 도망쳐 육지로 오게 된 아틀라나(니콜 키드먼)는 등대지기 톰(테무에라 모리슨)과 사랑에 빠진다. 아틀란티스의 세력으로부터 남편과 아들 아서(제이슨 모모아)을 지키기 위해서 아틀라나는 바다로 돌아가고, 육지에 남은 아서는 어릴 때부터 자신의 초능력을 인지해 인간세계의 해적을 물리치는 등 나름의 활약을 펼친다. 한편 아서의 이부형제 옴(패트릭 윌슨)은 육지를 정복하기 위한 작전을 세운다. 옴의 약혼자이자 네레우스 왕의 딸 메라(앰버 허드)는 아서에게 평화를 위해 해저 7개 왕국의 왕이 되어야만 한다고 설득하는데...","[12, 14]",[2127],"[117642, 55085, 5293, 17178, 2227, 16644, 1639847, 7242, 1525689, 87118, 79082, 95047, 2128, 2203482, 2203483, 2267115, 1877487, 1822223, 2098396, 5823, 655, 938, 1792879, 2035021, 20755, 2267135, 2267136, 2155937, 1634440, 1646982, 9437, 2267137, 1301187, 1721878, 79416, 582209, 2267140, 2267141, 2267142, 2267143, 1255051, 2267144, 2267145, 1202032, 1994255, 2267149, 2267150, 2267151, 2267153, 1485538, 2267157]","[1726, 1771, 10138, 10195, 9738, 100402, 271110, 68721, 246655, 299537, 557, 559, 1724, 1452, 1979, 1924, 36648, 76338, 141052, 283995]"
47,671,해리 포터와 마법사의 돌,2001-11-16,152,http://image.tmdb.org/t/p/original//y1idJpIerVcF2RyESW3IaVaJQEO.jpg,http://image.tmdb.org/t/p/w500//hziiv14OpD73u9gAak4XDDfBKa2.jpg,https://www.youtube.com/embed/vtJ6eZRanHc,"해리 포터(다니엘 래드클리프 분)는 위압적인 버논 숙부(리챠드 그리피스 분)와 냉담한 이모 페투니아 (피오나 쇼 분), 욕심 많고 버릇없는 사촌 더즐리(해리 멜링 분) 밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다. 이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지. 이모 페투니아에겐 해리가 이상한(?) 언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다. 11살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 생일선물을 받아 본 적이 없는 해리로서는 특별히 신날 것도 기대 할 것도 없다. 11살 생일을 며칠 앞둔 어느 날 해리에게 초록색 잉크로 쓰여진 한 통의 편지가 배달된다. 그 편지의 내용은 다름 아닌 해리의 11살 생일을 맞이하여 전설적인“호그와트 마법학교”에서 보낸 입학초대장이었다. 그리고 해리의 생일을 축하하러 온 거인 해그리드는 해리가 모르고 있었던 해리의 진정한 정체를 알려주는데. 그것은 바로 해리가 굉장한 능력을 지닌 마법사라는 것!","[12, 14, 10751]",[10965],"[10980, 10989, 10990, 194, 10993, 1923, 4566, 10978, 10983, 10985, 10981, 5049, 11180, 96841, 11179, 11184, 10982, 96851, 140368, 8930, 10992, 234923, 234922, 956224, 11212, 20240, 477, 10991, 871100, 10987, 1643, 10988, 1220119, 19903, 58778, 10732, 1815748, 1795303, 10655, 1261131, 10984, 56650, 11183, 10986, 1796502, 1796505, 11185, 1796509, 1796510, 10979, 1214513, 1639982, 1796522, 1796523, 430776, 1796520, 1462953, 1796524]","[10140, 411, 34584, 68737, 630, 672, 675, 767, 12155, 12445, 76285, 674, 2454, 2486, 68728, 10439, 109491, 14442, 581, 129]"
48,120,반지의 제왕: 반지 원정대,2001-12-18,165,http://image.tmdb.org/t/p/original//7uCvKNKKLRqYYyHIRpphi3yUE6Z.jpg,http://image.tmdb.org/t/p/w500//pIUvQ9Ed35wlWhY2oU6OmwEsmzG.jpg,https://www.youtube.com/embed/7OIzI2_Byds,"호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...","[12, 14, 28]",[108],"[109, 1327, 110, 1328, 882, 114, 655, 1330, 1329, 48, 1333, 112, 113, 1331, 65, 20982, 1332, 1365, 1366, 965278, 1367, 585902, 1201328, 1217771, 1590835, 1142191, 5540, 122441, 2032189, 1590834, 2082669, 1201351, 173370, 7255, 1201337, 2082666, 2082762, 2082763, 1201342, 2082764, 1361093, 2082765, 2082766, 2082767, 2082768, 1511634, 133689, 1237628, 81878, 1166385, 1201353, 11334, 67126, 2082697, 2082754, 2082679, 2082755, 2082698, 105584, 1424596, 2082705, 8682, 2082756, 2082757, 2082774, 108, 1193021, 2082709, 1321, 1320, 2082770, 2082772, 2082708, 2082771, 25134, 15296, 1209728, 2082732, 582967, 1383]","[122, 314095, 121, 146, 2268, 10590, 11527, 10539, 7980, 9016, 667, 6878, 44264, 390062, 49051, 336843, 281957, 463821, 11224, 411]"
49,150540,인사이드 아웃,2015-06-09,102,http://image.tmdb.org/t/p/original//kdDspGjLVUIkTYvUwj2UKTyY9id.jpg,http://image.tmdb.org/t/p/w500//gPZi2ivLO3C6YffwOVapzKrSBzx.jpg,,"모든 사람의 머릿속에 존재하는 감정 컨트롤 본부. 그곳에서 불철주야 열심히 일하는 기쁨, 슬픔, 버럭, 까칠, 소심 다섯 감정들. 정든 옛 동네를 떠나 도시로 이사하는 라일리 가족. 이사 후 새로운 환경에 적응해야 하는 라일리를 위해 그 어느 때 보다 바쁘게 감정의 신호를 보내지만 우연한 실수로 기쁨과 슬픔이 본부를 이탈하게 되자 라일리의 마음 속에 큰 변화가 찾아온다. 라일리가 예전의 모습을 되찾기 위해서는 기쁨과 슬픔이 본부로 돌아가야만 한다. 그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데...","[18, 35, 16, 10751]",[12890],"[56322, 169200, 21125, 19278, 59258, 125167, 1371894, 2882, 6677, 196502, 452205, 1226294, 64181, 7908, 84496, 1237, 7907, 59784, 1531657, 80591, 24358, 19547, 1565450, 1565451, 1565452, 167295, 1565453, 1565455, 1236458, 12890, 143346, 1260745, 7905, 1565456, 1141501, 969332, 1565457, 1565458, 1565459, 1504904, 1565460, 1565461, 72754, 1443472, 87819, 214701, 1565465, 111466, 35159, 7998, 1226294, 1565467, 61969, 1565470, 939345, 1406892, 1008380, 86007, 1098034, 1908764, 78317, 117081, 84495, 52699, 84493, 157626]","[812, 11360, 260513, 12092, 2300, 326359, 775, 626, 103332, 16577, 5172, 4977, 381693, 15648, 34463, 377587, 22152, 145316, 121677, 27361]"
50,424783,범블비,2018-12-15,114,http://image.tmdb.org/t/p/original//a1XTVjEiShbX1XE6Uvaho49gw3l.jpg,http://image.tmdb.org/t/p/w500//wtZj5nn6hVwgakPdg6y6gm3eFXU.jpg,https://www.youtube.com/embed/9MNHV5A7YLA,"지속된 디셉티콘과의 전쟁에서 위기에 몰린 옵티머스 프라임은 중요한 임무를 가진 오토봇을 지구로 보낸다.  지구에 도착한 오토봇은 인간들에게 쫓기게 되고, 낡은 비틀로 변신해 폐차장에 은둔하던 중,  찰리라는 소녀에 의해 발견된다.  비틀을 수리하던 찰리는 자신의 낡은 자동차가 거대한 로봇으로 변신하는 놀라운 광경을 목격하고,  모든 기억이 사라진 그에게 ‘범블비’라는 이름을 지어주며 서로에게 특별한 존재가 되어간다.  하지만, 범블비의 정체를 파헤치려는 인간들과 그가 가진 비밀을 쫓는 디셉티콘의 추격과 압박은 점점 더 심해지는데…","[28, 12, 878]",[1033661],"[130640, 1563266, 56446, 1517834, 21063, 1184280, 934136, 40543, 114674, 41247, 2216189, 1456287, 162272, 2201167, 2221430, 2221445, 2221446, 1732883, 1246804, 154332, 2172134, 2216183, 1139163, 1694924, 2137392, 92611, 2216184, 56679, 1897705, 1723161, 2221528, 1663196, 527393, 19540, 9780, 15009, 164614, 15761, 2204260, 571562, 80823, 176035, 2204259, 1422991, 1753418, 2221554, 2221556, 2221558, 2221559, 2221560, 1923573]","[87101, 198184, 605, 644, 2048, 157336, 264660, 262543, 77561, 148284, 534, 218, 296, 2362, 604, 62, 1649, 9323, 10803, 12140]"
51,586553,Valentine: The Dark Avenger,2019-05-14,97,http://image.tmdb.org/t/p/original//axQR4aQBnUTba2vlxIqOYGthIh0.jpg,http://image.tmdb.org/t/p/w500//hXoZAEQkhd2rQyMJtUpLViv7gWK.jpg,,,"[878, 28, 12, 80, 53]",[1571489],"[1894445, 33286, 1963678, 1327728, 1612031, 1680040, 1612053, 1259152, 2039932, 1124164, 1203364, 1894965, 2258858, 2258859]","[9738, 246655, 1979, 1726, 1771, 10138, 10195, 1452, 141052, 100402, 1924, 1927, 299534, 299537, 166424, 271110, 99861, 68721, 8536, 9531]"
52,390634,페이트/스테이 나이트 [헤븐즈 필] 제2장 로스트 버터플라이,2019-01-12,120,http://image.tmdb.org/t/p/original//jrwCvGKj2W2VkyMsyWKbzzx0kew.jpg,http://image.tmdb.org/t/p/w500//2zKusjJZd8b2Cdk2C5K9dGFNWiJ.jpg,,"10년 만에 후유키시에서 시작된 [성배전쟁]은 이 전쟁의 3대 가문인 마토 가문의 당주 마토 조켄의 참전으로 인하여 일그러지고, 뒤틀리고, 어긋나 버렸다. 마스터로서 싸움에 가담한 에미야 시로도 부상을 입고 서번트인 세이버마저 잃어버렸지만, 그는 마토 사쿠라를 지키기 위해 싸움에서 물러나지 않는다. 하지만 그녀 또한 마술사의 숙명에 사로잡히는데...","[16, 28, 14, 12]",[1196401],"[82056, 114904, 151183, 230471, 9721, 23987, 1221867, 148449, 93801, 70120, 124482, 62318, 90567, 222386, 1220939]","[9323, 81, 44251, 34433, 14069, 374205, 28609, 39107, 39108, 39103, 39102, 13754, 24752, 128, 129, 4935, 8392, 10515, 566555, 532321]"
53,338952,신비한 동물들과 그린델왈드의 범죄,2018-11-14,134,http://image.tmdb.org/t/p/original//6Ik5hJ6gOYvc5F1DdKQaAwamsKd.jpg,http://image.tmdb.org/t/p/w500//qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg,https://www.youtube.com/embed/vjaj4tGFlzM,"마법 세계와 비마법 세계의 공존을 깨려고 했던 그린델왈드는 뉴트 스캐맨더(에디 레드메인)와 미국 마법부 의회에 의해 붙잡혔지만, 유럽으로 이송하는 과정에서 탈출하고 만다. 그린델왈드의 탈출 목적은 프랑스 파리에 머무는 것으로 추정되는 크레덴스(에즈라 밀러)를 포섭해 자신의 수하로 삼는 것. 영국으로 돌아왔던 뉴트는 덤블도어 교수(주드 로)로부터 자신은 나설 수 없으니 그린델왈드에 맞서달라는 지령을 받고 역시 파리로 향한다. 뉴트의 친구들, 제이콥(댄 포글러)과 퀴니(앨리슨 수돌), 그리고 오러로 복귀한 티나(캐서린 워터스턴)도 각자의 이유로 파리로 향하는데...",[12],[11343],"[37632, 77795, 998225, 85, 9642, 58873, 132157, 37153, 1371041, 1401531, 37158, 1394648, 87426, 55584, 110902, 1204379, 85148, 143971, 1180795, 43135, 26396, 1901525, 1383392, 25135, 1193021, 1395427, 2243650, 2243660, 1791620, 2243662, 1347006, 2243659, 1997433, 1457380, 219600, 1223228, 1765394, 1997442, 933272, 1017597, 73287, 147797, 83356, 116606, 31925, 1266868, 1314278, 2243664, 2243665, 2243667, 2243668, 2243669, 2243670, 1898962, 1641529, 1480577, 1785923, 1363065, 1997435, 1777483, 1717130, 1997432, 2243671, 1945370, 1651390, 1820018, 1663428, 1945372, 1809625, 1610835, 1882044, 1997440, 1812532, 1997431, 1816343, 1997438, 1743575, 1840374, 1655621, 1997441, 1997434, 1997437, 1997436, 1997443]","[1771, 259316, 228150, 11372, 438799, 16869, 369885, 630, 11046, 11527, 17339, 767, 54318, 505954, 68728, 311, 637, 7862, 11287, 11030]"
54,27205,인셉션,2010-07-15,148,http://image.tmdb.org/t/p/original//7QrIAHcoq1lxUKtd1f6Hu89o6EF.jpg,http://image.tmdb.org/t/p/w500//s2bT29y0ngXxxu2IA8AOzzXTRhd.jpg,,"타인의 꿈과 접속해 생각을 빼낼 수 있는 근미래, 돔 코브(레오나르도 디카프리오)는 꿈의 보안 프로그래머이자 동시에 침입자다. 그는 일본인 사업가 사이토(와타나베 켄)의 제안에 따라 거대 합병 기업의 총수가 될 피셔(킬리언 머피)의 꿈을 설계하여 기업 합병을 막으려 든다. 그 일을 성사시키면 코브는 사이토의 도움으로 아내(마리온 코티아르)의 살해범으로 몰린 자신의 누명을 뒤로 하고 사랑스런 자녀들이 있는 집으로 돌아갈 수 있다. 마침내 코브 일행은 꿈 안의 꿈 안의 또 꿈이라는 경로를 거치며 피셔의 꿈과 무의식 깊숙한 곳을 설계하고 침투한다.","[28, 878, 12]",[525],"[6193, 24045, 27578, 2524, 3899, 2037, 8293, 3895, 95697, 13022, 4935, 526, 66441, 173212, 967376, 973135, 1677266, 56120, 2246, 1677267, 1334309, 535, 72864, 1677498, 13695, 133257, 1677507, 1536351, 203087, 2157567, 2157568, 2157569, 1470134, 2157570, 2157571, 1460686, 1742659, 2157572, 61642, 155308, 2157573, 565500, 98811, 1168075, 33241, 208492, 17291, 2011839, 2157574, 2157575, 1217812]","[605, 604, 454992, 8681, 10163, 754, 603, 660, 954, 353081, 9056, 37710, 281, 320, 638, 31442, 10741, 1278, 1090, 1903]"
55,335983,베놈,2018-09-28,112,http://image.tmdb.org/t/p/original//lc8TJW5z261JqSz3oSy5GES2ZXj.jpg,http://image.tmdb.org/t/p/w500//VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,https://www.youtube.com/embed/KI322kD7lNk,진실을 위해서라면 몸을 사리지 않고 사회의 부조리를 취재하는 정의로운 열혈 기자 에디 브록(톰 하디). 거대 기업 라이프 파운데이션의 생체실험에 의혹을 품고 뒤를 쫓던 그는 이들의 사무실에 잠입했다가 실험실에서 외계 생물체 심비오트의 기습 공격을 받게 된다. 심비오트가 숙주의 몸과 정신을 지배할 때 능력을 발휘하는 베놈은 에디의 몸에 기생하며 갖가지 소동을 일으킨다. 한편 비밀리에 인간과 심비오트를 결합해 새로운 생명체를 만들려는 시도를 계속하던 라이프 파운데이션의 회장 드레이크(리즈 아메드) 또한 심비오트의 숙주가 된다.,"[878, 28]",[91268],"[2524, 1812, 53240, 87954, 81316, 213001, 4766, 57755, 2141479, 1765806, 1431508, 31528, 101065, 2068598, 1387252, 53257, 2141521, 1642892, 2141510, 2141520, 2974, 61705, 2141516, 208316, 1215837, 216147, 2191401, 1044954, 2023715, 2191402, 1668606, 105714, 1401994, 1685538, 2141502, 1736538, 2191406, 1853396, 2191420, 2141519, 1078610, 155030, 1455812, 77520, 2203892, 2142766, 170189, 1371236, 1930879, 1792173, 1388183, 1068811, 2159142, 1911542, 2073894, 7624, 51930, 58525]","[36647, 272, 155, 1924, 1927, 1452, 49521, 44912, 9738, 141052, 263115, 324849, 382322, 246655, 209112, 299537, 8536, 30061, 40662, 9531]"
56,574,나는 비밀을 알고 있다,1956-06-01,120,http://image.tmdb.org/t/p/original//vhUOukoJTWPfVpZOiKwrjdEV4OX.jpg,http://image.tmdb.org/t/p/w500//hKmWNqNSleSFkuJRB7KR1hH0Txp.jpg,,미국인 의사 벤 맥케나와 조 부부는 아들 행크와 함께 프랑스령 모로코로 휴가를 즐기러 간다. 그들이 시장에서 쇼핑을 하고 있을 때 한 아랍인이 등에 칼을 맞은 채 그들 앞에 쓰러진다. 그는 벤에게 암브로스 채플이라는 말 한마디를 남긴채 죽고 어린 아들은 누군가에 의해 납치당한다. 아들을 구하러 나선 맥케나 부부는 추적끝에 국제 스파이 조직이 런던의 앨버트 홀에서 외교관을 암살할 계획임을 알아낸다. 교향악단의 연주가 시작되고 암살의 신호인 심벌즈가 울리기 직전 맥케나 부부의 노력으로 외교관의 암살은 저지되고 그들은 아들을 스파이 조직으로부터 구해낸다.,"[12, 80, 18, 9648, 53]",[2636],"[854, 8237, 8238, 8239, 8240, 8241, 8242, 24814, 15972, 1045, 19109, 236479, 85935, 89064, 975645, 14015, 35591, 118452, 78902, 47385, 1567845, 1063842, 1393333, 1550460, 569321, 1551021, 1145704, 1581066, 153686, 120700, 33777, 27164, 1581070, 1216356, 1581072, 1353645, 136128, 1208039, 102037, 950429, 90627, 6612, 78776, 6610, 95082, 2636, 164987, 1238979, 30708, 1204286, 154432, 101878, 26673, 112977, 93170, 93625, 179150, 190779, 1468103, 151895, 1272055, 159205, 12252, 1329573]","[260, 646, 691, 708, 521, 302, 657, 667, 6637, 44214, 66, 213, 747, 9542, 1073, 8834, 13528, 11588, 11601, 2654]"
